,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.2938740548792829,-0.3339431700241381,-0.3452772187008789,0.2771385246909661,-0.3471793594976945,0.278665287725514,-0.3292477016974849,-0.2492873276788166,0.2642723509232784,0.20009174794967496,0.2358795124701036,0.2680411925794936
1,0.0,0.0,0.0,-0.42708382350802054,0.0,-0.4280252805147096,0.0,0.0,-0.41603995952454725,-0.359958040954977,-0.3940524041523125,-0.4200683641391301
2,-0.3992296654564347,-0.4165901740070522,-0.42119211901962184,0.0,-0.4217474863706182,0.0,-0.4136392781823553,-0.37509612808042064,0.0,0.0,0.0,0.0
3,-0.4016689282252787,-0.4146860455540051,-0.4181063079229499,0.0,-0.4184941289080403,0.0,-0.4123674068929911,-0.38301495636336125,0.0,0.0,0.0,0.0
4,-0.40307816828627585,-0.4134876941311034,-0.4162081080509024,0.0,-0.416504164246013,0.0,-0.4115805839165426,-0.38788198199253904,0.0,0.0,0.0,0.0
5,0.09064236916048797,0.092587925010929,0.09309453062721028,0.3398120271891053,0.09314808127228294,0.34000749681698583,0.09222471854857683,0.08776651763879526,0.3366370543553355,0.32036380738193765,0.33086119029903416,0.33796282423062746
6,0.40463478838572486,0.4120649786557924,0.41399468189583355,-3.179945763026257e-16,0.41419427657697316,-2.61308857993522e-16,0.4106590956569152,0.39355273237589244,6.581101794207294e-17,-2.379957023674454e-18,7.703081416729657e-18,-1.0593884889557003e-16
7,-0.4051088288096902,-0.41160847642127746,-0.4132931809495056,0.0,-0.41346452502663955,0.0,-0.4103661872942931,-0.3953488641810871,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,-0.41274430127305517,0.0,-0.41289430871507304,0.0,0.0,-0.41013672470129353,-0.39675383355151855,-0.40547329870754634,-0.4112494355570711
9,0.0,0.0,0.0,-0.4123031266481973,0.0,-0.41243646936887746,0.0,0.0,-0.40995211287578165,-0.3978828559174581,-0.405762166125757,-0.41095967338321493
